cue_,stimulus_,cue_fichier,stimulus_fichier,block_name,block_trials_file,block_n_reps,block_ntrials,block_prob_highP_highT,block_prob_highP_lowT,block_pause_after,Bloc_essai.thisRepN,Bloc_essai.thisTrialN,Bloc_essai.thisN,Bloc_essai.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pause_loop.thisRepN,pause_loop.thisTrialN,pause_loop.thisN,pause_loop.thisIndex,key_resp_5.started,start_calib.started,key_resp_2.started,ISI_duration,pause.started,pause.stopped,cue.started,ISI.started,choice_pain.started,Choice.started,choice_pain.keys,choice_pain.rt,main_text.started,confirm_text.started,ratingScale.response,ratingScale.rt,choice_pain.stopped,Choice.stopped,key_resp_3.started,key_resp_6.started,participant,low_ma,high_ma,failsafe_ma,block_file,date,expName,psychopyVersion,frameRate
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,6,6,8,,,,,,,,4.8,326.9402661,331.7420847,331.7419591,0.3052548,332.1934628,332.1934628,n,0.5856996,339.2463317,339.2463317,2,6.403,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,7,7,3,,,,,,,,3.1,339.2463317,342.347301,342.3472111,0.3054324,342.7916242,342.7916242,m,0.7571768,347.7990576,347.7990576,10,4.194,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,8,8,10,,,,,,,,3,347.7990576,350.7997976,350.7997994,0.3053023,351.2511553,351.2511553,n,0.618616,353.90468,353.90468,0,1.983,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,9,9,4,,,,,,,,5,353.90468,358.9056263,358.9054121,0.304927,359.3494409,359.3494409,m,0.8498323,363.463792,363.463792,10,3.207,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,10,10,5,,,,,,,,4.2,363.463792,367.6629774,367.6631202,0.3048866,368.1072159,368.1072159,n,0.5910019,372.2074323,372.2074323,0,3.462,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,11,11,9,,,,,,,,3.7,372.2074323,375.9070509,375.9070819,0.3053724,376.3559542,376.3559542,n,0.9863417,381.4468157,381.4468157,0,4.053,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,0,12,8,,,,,,,,3.8,381.4468157,385.2484894,385.2485647,0.2991665,385.6871982,385.6871982,None,,392.3344034,392.3344034,6,4.143,388.1538012,388.1538012,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,1,13,7,,,,,,,,3.6,392.3344034,395.937519,395.939625,0.3028232,396.3814913,396.3814913,n,0.8752526,401.2040831,401.2040831,3,3.9,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,2,14,2,,,,,,,,3.4,401.2040831,404.6050666,404.6050433,0.3047523,405.0492101,405.0492101,m,0.7402391,408.7028018,408.7028018,14,2.852,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,3,15,9,,,,,,,,4.2,408.7028018,412.9046827,412.9047829,0.3049439,413.3490074,413.3490074,n,0.9876706,420.2104507,420.2104507,0,5.769,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,4,16,5,,,,,,,,3.8,420.2104507,424.010205,424.0102902,0.3049129,424.4543286,424.4543286,n,0.8079276,429.6572218,429.6572218,0,4.333,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,5,17,10,,,,,,,,4,429.6572218,433.6578625,433.6577837,0.3061791,434.1090368,434.1090368,None,,440.1608632,440.1608632,8,3.547,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,6,18,1,,,,,,,,4.7,440.1608632,444.8667903,444.8669459,0.3047701,445.3111676,445.3111676,m,0.8094296,449.1430939,449.1430939,22,2.963,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,7,19,6,,,,,,,,5,449.1430939,454.1456433,454.1457223,0.3049882,454.5898612,454.5898612,n,0.8462266,459.4072311,459.4072311,4,3.899,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,8,20,11,,,,,,,,3.4,459.4072311,462.8065288,462.8067875,0.3046433,463.2510087,463.2510087,m,0.7694563,471.3937907,471.3937907,25,7.31,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,9,21,0,,,,,,,,4.4,471.3937907,475.7941805,475.794229,0.3049274,476.2425207,476.2425207,m,0.8322108,480.6324803,480.6324803,28,3.504,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,10,22,3,,,,,,,,4,480.6324803,484.6360941,484.6359351,0.3050088,485.0833091,485.0833091,m,1.021122,489.4243903,489.4243903,29,3.262,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,11,23,4,,,,,,,,4.3,489.4243903,493.7269831,493.7269607,0.3013737,494.1714357,494.1714357,m,0.7244072,498.2477168,498.2477168,30,3.297,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,0,24,10,,,,,,,,4.9,498.2477168,503.1517415,503.1517375,0.3047786,503.6000189,503.6000189,n,1.4122488,512.3303438,512.3303438,3,7.262,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,1,25,11,,,,,,,,3.4,512.3303438,515.7299147,515.7311773,0.3037394,516.1739283,516.1739283,m,1.3084413,519.6847045,519.6847045,20,2.143,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,2,26,9,,,,,,,,4.2,519.6847045,523.8903063,523.8903108,0.3049998,524.3345807,524.3345807,n,1.448932,530.2492736,530.2492736,1,4.415,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,3,27,1,,,,,,,,3.7,530.2492736,533.9539046,533.954073,0.3049756,534.3983254,534.3983254,m,0.8102611,544.1415738,544.1415738,31,8.858,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,4,28,6,,,,,,,,3.5,544.1415738,547.6433609,547.6432052,0.3057184,548.0925757,548.0925757,n,0.8765133,553.044509,553.044509,2,4.011,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,5,29,4,,,,,,,,4.1,553.044509,557.144514,557.1444577,0.3051725,557.5888312,557.5888312,m,0.7972146,561.1797486,561.1797486,25,2.741,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,6,30,0,,,,,,,,3.6,561.1797486,564.7841166,564.7841808,0.3049615,565.228526,565.228526,m,0.9251632,568.7560914,568.7560914,23,2.54,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,7,31,3,,,,,,,,3.3,568.7560914,572.0558788,572.0558899,0.299923,572.5007439,572.5007439,m,0.9752938,577.7099527,577.7099527,27,4.178,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,8,32,2,,,,,,,,4.1,577.7099527,581.8143808,581.814262,0.3052978,582.2624219,582.2624219,None,,588.1309533,588.1309533,21,3.363,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,9,33,5,,,,,,,,4.8,588.1309533,592.9334193,592.9333598,0.3053139,593.3775952,593.3775952,n,0.722715,596.7450861,596.7450861,1,2.589,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,10,34,8,,,,,,,,4.7,596.7450861,601.448475,601.4483842,0.3048806,601.8962357,601.8962357,n,0.8182242,605.9535389,605.9535389,3,3.172,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,11,35,7,,,,,,,,3,605.9535389,608.9563173,608.9562532,0.3049585,609.4008066,609.4008066,n,0.8191011,615.4962627,615.4962627,3,5.227,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,0,36,3,,,,,,,,3.5,615.4962627,618.9993039,618.999603,0.3006936,619.4434234,619.4434234,m,0.7282635,626.0150648,626.0150648,18,5.769,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,1,37,9,,,,,,,,3.4,626.0150648,629.4171019,629.417332,0.2990861,629.8619424,629.8619424,n,0.7519604,634.9024033,634.9024033,0,4.235,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,2,38,10,,,,,,,,4.4,634.9024033,639.307553,639.3077254,0.3048884,639.75498,639.75498,n,0.8808196,646.7784698,646.7784698,3,6.068,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,3,39,11,,,,,,,,3.4,646.7784698,650.1834149,650.1835681,0.305102,650.6278116,650.6278116,m,1.1319614,656.0022395,656.0022395,17,4.185,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,4,40,7,,,,,,,,3.3,656.0022395,659.3026576,659.3026268,0.3049492,659.746818,659.746818,n,0.7371237,665.6877655,665.6877655,1,5.138,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,5,41,8,,,,,,,,5,665.6877655,670.6933443,670.6934744,0.3046436,671.1417542,671.1417542,n,0.7170706,675.1837518,675.1837518,1,3.274,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,6,42,5,,,,,,,,5,675.1837518,680.1871102,680.187159,0.3051815,680.6314733,680.6314733,n,0.7726502,684.4707422,684.4707422,1,3.013,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,7,43,6,,,,,,,,4.8,684.4707422,689.2715273,689.2715425,0.3050292,689.7157117,689.7157117,n,0.8144011,695.2435317,695.2435317,4,4.659,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,8,44,1,,,,,,,,4.2,695.2435317,699.4464267,699.4465695,0.305392,699.8911355,699.8911355,m,0.9901399,702.5168242,702.5168242,20,1.574,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,9,45,0,,,,,,,,3.3,702.5168242,705.8222459,705.8223104,0.3050168,706.2701582,706.2701582,m,0.7485472,710.6058437,710.6058437,23,3.526,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,10,46,2,,,,,,,,4,710.6058437,714.6083887,714.6082581,0.2990303,715.04594,715.04594,m,0.7509403,718.486103,718.486103,22,2.623,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,11,47,4,,,,,,,,3.9,718.486103,722.3868909,722.3868246,0.3048406,722.8309846,722.8309846,m,0.78274,725.7429632,725.7429632,23,2.067,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,forte,stimuli/330Hz,stimuli/forte,bloc_2,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,0,0,0,1,,,,,,,,4.7,725.7429632,730.4432545,730.4432942,0.3049862,730.8874335,730.8874335,m,0.783838,734.566101,734.566101,20,2.839,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_2,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,0,1,1,2,,,,,,,,4.5,734.566101,739.0693651,739.0695658,0.3046022,739.5174228,739.5174228,n,0.8545894,744.1104215,744.1104215,2,3.677,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_2,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,0,2,2,0,,,,,,,,3,744.1104215,747.1119663,747.1120456,0.3049778,747.5563219,747.5563219,n,1.2308383,752.7887708,752.7887708,2,3.948,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_2,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,0,3,3,3,,,,,,,,5,752.7887708,757.7943104,757.7940987,0.3053652,758.2419161,758.2419161,m,1.3859641,765.067397,765.067397,15,5.372,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_2,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,1,0,4,0,,,,,,,,4.9,765.067397,769.9688857,769.9688556,0.3052008,770.4130516,770.4130516,n,0.8187326,772.8189664,772.8189664,2,1.533,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,forte,stimuli/330Hz,stimuli/forte,bloc_2,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,1,1,5,1,,,,,,,,4.6,772.8189664,777.4212541,777.4213883,0.3047363,777.8655025,777.8655025,m,1.1205566,782.1853204,782.1853204,15,3.138,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_2,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,1,2,6,2,,,,,,,,4.1,782.1853204,786.2907968,786.2912226,0.2996817,786.7351678,786.7351678,n,0.908615,792.239898,792.239898,0,4.545,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_2,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,1,3,7,3,,,,,,,,4.4,792.239898,796.6388664,796.6390397,0.3009871,797.0835436,797.0835436,m,0.9509273,801.8920179,801.8920179,27,1.828,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
,,,,bloc_2,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,801.8920179,825.8157788,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,0,0,1,,,,,,,,3.9,827.1214494,831.0253998,831.0258531,0.3044316,831.4730737,831.4730737,n,0.6347473,834.1204897,834.1204897,3,1.965,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_3,prob80hthp_12trials.xlsx,2,24,80,20,0,,,,,0,2,2,2,0,1,1,7,,,,,,,,4,834.1204897,838.1234369,838.1235299,0.3046316,838.5676121,838.5676121,m,0.8235196,842.5928299,842.5928299,17,3.143,,,,,sub-022,30,60,700,bloc_loop.csv,2023-06-12_17h12.38.776,PainUncertainty,2022.2.5,143.2792025
