cue_,stimulus_,cue_fichier,stimulus_fichier,block_name,block_trials_file,block_n_reps,block_ntrials,block_prob_highP_highT,block_prob_highP_lowT,block_pause_after,Bloc_essai.thisRepN,Bloc_essai.thisTrialN,Bloc_essai.thisN,Bloc_essai.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pause_loop.thisRepN,pause_loop.thisTrialN,pause_loop.thisN,pause_loop.thisIndex,key_resp_5.started,start_calib.started,key_resp_2.started,ISI_duration,pause.started,pause.stopped,cue.started,ISI.started,choice_pain.started,Choice.started,choice_pain.stopped,Choice.stopped,choice_pain.keys,main_text.started,confirm_text.started,ratingScale.response,ratingScale.rt,choice_pain.rt,key_resp_3.started,key_resp_6.started,participant,low_ma,high_ma,failsafe_ma,block_file,date,expName,psychopyVersion,frameRate,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,6,6,9,,,,,,,,3.3,395.92401660000905,399.22544310000376,399.22543538000025,0.30514699999184813,399.66972140000144,399.66972140000144,,,n,403.57647450000513,403.57647450000513,24,3.379,0.4593336999969324,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,7,7,10,,,,,,,,4.4,403.57647450000513,407.97739630000433,407.97673378000616,0.3050037999928463,408.42067210000823,408.42067210000823,,,n,411.0725289000111,411.0725289000111,22,1.663,0.9146302000008291,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,8,8,3,,,,,,,,3.4,411.0725289000111,414.47719060000964,414.47716728000375,0.30522840000048745,414.92131730000256,414.92131730000256,,,m,418.80607760000566,418.80607760000566,57,2.906,0.9135138999990886,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,9,9,11,,,,,,,,3.1,418.80607760000566,421.9089645000058,421.9091060800041,0.30078610000782646,422.35342250000394,422.35342250000394,,,m,425.13337630000024,425.13337630000024,60,1.933,0.7657600999955321,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,10,10,5,,,,,,,,3.4,425.13337630000024,428.5344014000002,428.53441368000347,0.3057591999968281,428.98354030000337,428.98354030000337,,,n,432.00434230000246,432.00434230000246,24,2.325,0.6250969000102486,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,11,11,2,,,,,,,,3.1,432.00434230000246,435.1046956000064,435.1047873800038,0.3051569999952335,435.54902800000855,435.54902800000855,,,m,438.1734265000123,438.1734265000123,57,1.434,1.1174883999919984,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,0,12,7,,,,,,,,4.7,438.1734265000123,442.8766065000091,442.87651528001004,0.3051965999911772,443.32059040000604,443.32059040000604,,,n,445.9707975000056,445.9707975000056,25,2.142,0.4412964999937685,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,1,13,9,,,,,,,,4.2,445.9707975000056,450.1759047000087,450.1760352800105,0.3050052000035066,450.62008390000847,450.62008390000847,,,n,454.8873122000077,454.8873122000077,26,2.975,1.2301307000016095,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,2,14,5,,,,,,,,5,454.8873122000077,459.8857999000029,459.8871346800064,0.3038778999907663,460.33377520000795,460.33377520000795,,,n,463.9946051000006,463.9946051000006,27,2.51,1.0817162000021199,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,3,15,1,,,,,,,,3.8,463.9946051000006,467.79617169999983,467.7961172800045,0.30553559999680147,468.24527370001306,468.24527370001306,,,m,469.68294520000927,469.68294520000927,57,0.872,0.5131379999947967,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,4,16,3,,,,,,,,4.1,469.68294520000927,473.7830410000024,473.78313958000797,0.3048748000001069,474.22764599999937,474.22764599999937,,,m,478.0590907000005,478.0590907000005,61,3.289,0.46299860000726767,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,5,17,4,,,,,,,,4.8,478.0590907000005,482.86051210000005,482.86045788000627,0.30515050000394695,483.30464159999974,483.30464159999974,,,m,485.56731410000066,485.56731410000066,61,1.747,0.45693889999529347,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,6,18,11,,,,,,,,4.3,485.56731410000066,489.87024490001204,489.8687137800065,0.30141259999072645,490.31317550000676,490.31317550000676,,,m,492.77506460000586,492.77506460000586,62,1.567,0.8174435999972047,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,7,19,8,,,,,,,,4.4,492.77506460000586,497.1746592999989,497.1747688800009,0.30499970000528265,497.6189393000095,497.6189393000095,,,n,499.96622880001087,499.96622880001087,25,1.843,0.44070859999919776,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,8,20,10,,,,,,,,5,499.96622880001087,504.96728750001057,504.96727378000503,0.30530259999795817,505.41161049999937,505.41161049999937,,,n,509.12250300000596,509.12250300000596,23,3.114,0.5316050999972504,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,9,21,6,,,,,,,,4.9,509.12250300000596,514.0239673000033,514.0240641800104,0.30500629999733064,514.468108400004,514.468108400004,,,n,517.6721087000042,517.6721087000042,23,2.692,0.4371376000053715,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,10,22,0,,,,,,,,3.6,517.6721087000042,521.2748374000075,521.2748805800132,0.3052263999998104,521.719119100002,521.719119100002,,,m,525.1330829000071,525.1330829000071,60,2.798,0.5192880999966292,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,1,11,23,2,,,,,,,,3.1,525.1330829000071,528.2345695000113,528.2344922800024,0.30519230000209063,528.6826065000059,528.6826065000059,,,m,531.1252877000079,531.1252877000079,58,1.907,0.47036550000484567,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,0,24,11,,,,,,,,4.5,531.1252877000079,535.6311134999996,535.6310816800018,0.305020699990564,536.0821121000045,536.0821121000045,,,m,538.5716126000043,538.5716126000043,59,1.935,0.49504049998358823,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,1,25,1,,,,,,,,4.9,538.5716126000043,543.4720089000039,543.4720232800086,0.3051115000125719,543.9166250000126,543.9166250000126,,,m,546.9461929000099,546.9461929000099,64,2.483,0.4889039999980014,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,2,26,4,,,,,,,,4.4,546.9461929000099,551.3479221000016,551.3480542800011,0.30492429999867454,551.7923841000011,551.7923841000011,,,m,556.0383722000115,556.0383722000115,62,3.011,1.1559009999909904,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,3,27,10,,,,,,,,4.7,556.0383722000115,560.7384274000069,560.7387305800133,0.3010486999992281,561.1823264000122,561.1823264000122,,,n,563.2447424999991,563.2447424999991,22,1.368,0.6257808999944245,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,4,28,7,,,,,,,,3.9,563.2447424999991,567.1486648999999,567.1484829800087,0.3050320000038482,567.5927549000044,567.5927549000044,,,n,570.4512763000093,570.4512763000093,14,2.327,0.47250839999469463,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,5,29,6,,,,,,,,3.8,570.4512763000093,574.2534618000063,574.2537568800093,0.30487219999486115,574.6977934000024,574.6977934000024,,,n,576.7302664000017,576.7302664000017,17,1.442,0.5403643999889027,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,6,30,5,,,,,,,,3,576.7302664000017,579.7334578000009,579.7335391800065,0.3048978000006173,580.1775824000069,580.1775824000069,,,n,583.395863800004,583.395863800004,19,2.695,0.45313169999280944,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,7,31,8,,,,,,,,4.2,583.395863800004,587.5967724000075,587.5960710800049,0.304940699992585,588.0443536000093,588.0443536000093,,,n,591.6409987000079,591.6409987000079,15,3.108,0.41083579999394715,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,8,32,0,,,,,,,,4.4,591.6409987000079,596.0412463000102,596.0422576800105,0.3043346000049496,596.4900982000108,596.4900982000108,,,m,598.6224980000115,598.6224980000115,61,1.219,0.8559270999976434,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,9,33,2,,,,,,,,3.1,598.6224980000115,601.722173400005,601.7222503800061,0.3050785000086762,602.1663967000059,602.1663967000059,,,m,605.879076199999,605.879076199999,63,2.58,1.0638236999948276,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,10,34,3,,,,,,,,4.2,605.879076199999,610.0842552000104,610.0842970800062,0.30514949999633245,610.5286002000066,610.5286002000066,,,m,613.4863155000057,613.4863155000057,62,2.435,0.4469321999931708,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,2,11,35,9,,,,,,,,4.1,613.4863155000057,617.5920612000045,617.5921155800082,0.30473049999272916,618.0363415000029,618.0363415000029,,,n,622.9455626999988,622.9455626999988,20,4.324,0.504862099987804,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,0,36,3,,,,,,,,4.8,622.9455626999988,627.7464525000105,627.746519180006,0.30525699999998324,628.1941284000059,628.1941284000059,,,m,630.2636455000029,630.2636455000029,62,1.532,0.47781060000124853,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,1,37,2,,,,,,,,4,630.2636455000029,634.2681708000018,634.2698151800054,0.299688300001435,634.7122388999996,634.7122388999996,,,m,638.237076800011,638.237076800011,60,2.977,0.48367529999813996,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,2,38,11,,,,,,,,3.6,638.237076800011,641.8381140000129,641.8380900800024,0.3008555999986129,642.2830382000102,642.2830382000102,,,m,645.1570710000087,645.1570710000087,68,2.163,0.6383077999926172,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,3,39,6,,,,,,,,3.1,645.1570710000087,648.2624887999991,648.2624961800087,0.3051080000004731,648.7066301000013,648.7066301000013,,,n,651.4691104000085,651.4691104000085,22,2.101,0.609601099989959,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,4,40,8,,,,,,,,3.7,651.4691104000085,655.1730439000094,655.1733024800109,0.3047853000025498,655.617545000001,655.617545000001,,,n,659.0423845000041,659.0423845000041,17,2.984,0.3762603999930434,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,5,41,9,,,,,,,,3.6,659.0423845000041,662.6462156000052,662.646234080012,0.3050308999954723,663.0902869000129,663.0902869000129,,,n,666.5063316000014,666.5063316000014,16,2.914,0.42132829999900423,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,6,42,1,,,,,,,,4.5,666.5063316000014,671.0106098000106,671.0086881800001,0.3014928999909898,671.4533979000116,671.4533979000116,,,m,675.6608402999991,675.6608402999991,62,2.53,1.6100289999885717,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,7,43,5,,,,,,,,4,675.6608402999991,679.6621293000062,679.6621658800053,0.3050911000027554,680.1067100000073,680.1067100000073,,,n,681.5250330000126,681.5250330000126,20,0.761,0.5911123999976553,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,8,44,7,,,,,,,,3.7,681.5250330000126,685.2253315999988,685.2253746800037,0.3049639000091702,685.6695968999993,685.6695968999993,,,n,689.0698348000005,689.0698348000005,17,2.726,0.5990925999940373,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,9,45,0,,,,,,,,3.7,689.0698348000005,692.7748636000033,692.7748341800092,0.3054949000070337,693.2229026000132,693.2229026000132,,,m,695.8619987000129,695.8619987000129,66,0.989,1.571413500001654,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,10,46,10,,,,,,,,3.8,695.8619987000129,699.6647873000038,699.6648079800128,0.30476280000584666,700.1093098000129,700.1093098000129,,,n,702.651477300009,702.651477300009,23,1.914,0.5625527000083821,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,3,11,47,4,,,,,,,,4.9,702.651477300009,707.5545603000064,707.5546059800021,0.3049853999982588,707.9986361000047,707.9986361000047,,,m,709.8905290000112,709.8905290000112,61,1.261,0.5467872000008356,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_2,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,0,0,0,2,,,,,,,,3.2,709.8905290000112,713.0899338000017,713.089869380003,0.30496530000527855,713.5340389000048,713.5340389000048,,,n,716.1059826000128,716.1059826000128,19,1.998,0.5064267999841832,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_2,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,0,1,1,1,,,,,,,,4.6,716.1059826000128,720.7092965000047,720.7094996800064,0.30101309999008663,721.154070500008,721.154070500008,,,m,725.7585823000118,725.7585823000118,62,2.109,2.4123682999925222,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_2,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,0,2,2,0,,,,,,,,4.5,725.7585823000118,730.2584969000018,730.2585631800088,0.3011329000000842,730.7034423000005,730.7034423000005,,,n,732.9814353000111,732.9814353000111,17,1.677,0.517642299993895,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_2,prob50_50_4trials.xlsx,2,8,50,50,1,,,,,0,1,1,1,0,3,3,3,,,,,,,,3.3,732.9814353000111,736.2870224000071,736.2870406800124,0.3052658000087831,736.731226200005,736.731226200005,,,m,739.7256533000036,739.7256533000036,66,2.164,0.7589208999997936,,,sub-051,45,80,700,bloc_loop.csv,2023-09-20_16h28.56.961,PainUncertainty,2022.2.5,144.2901501860692,
